customer_id,age,annual_income_gbp,employment_status,employment_length_years,loan_amount_gbp,loan_term_months,interest_rate_pct,credit_score,outstanding_balance_gbp,days_past_due,previous_defaults,loan_type,default_flag
100609,53,32000,Employed,9.5,18800,36,6.32,675,14900,0,0,Unsecured Personal Loan,0
100610,45,31400,Contract,15.8,15500,36,9.11,727,23100,0,0,Auto Loan,0
100611,37,16600,Employed,,6900,12,8.42,757,9700,0,2,Mortgage,1
100612,41,56500,Employed,3.6,7400,12,4.51,756,31200,0,1,Unsecured Personal Loan,1
100613,27,34900,Employed,0.4,7500,36,9.06,766,18700,30,1,Auto Loan,0
100614,62,33200,Employed,4,14300,24,10.09,630,6000,0,0,Mortgage,0
100615,39,179300,Employed,2.4,9200,12,8.01,656,46500,0,3,Mortgage,0
100616,39,42200,Employed,4.7,18000,48,10.96,742,12400,0,0,Unsecured Personal Loan,0
100617,45,24900,Employed,2.5,2400,12,3.85,638,5500,30,0,Unsecured Personal Loan,0
100618,43,29300,Contract,1.4,8000,36,8.9,680,31500,0,1,Unsecured Personal Loan,0
100619,40,64500,Employed,0.5,6800,36,3.99,712,42400,0,2,Auto Loan,0
100620,30,38400,Unemployed,1.9,11500,60,4.16,743,9700,0,0,Auto Loan,0
100621,43,17700,Employed,0.5,9700,36,5.61,538,7000,20,0,Auto Loan,0
100622,57,57500,Self-Employed,1,21600,12,4.67,,8800,0,0,Unsecured Personal Loan,0
100623,51,26000,Employed,21.8,4400,36,5.86,661,16300,0,0,Unsecured Personal Loan,0
100624,54,92700,Employed,2.9,13700,48,6.86,737,24200,0,0,Auto Loan,0
100625,33,,Employed,3.8,18700,60,10.01,742,14800,30,3,Unsecured Personal Loan,1
100626,28,29000,Employed,10.3,40700,36,6.54,809,10600,0,0,Auto Loan,0
100627,37,68900,Employed,27.1,10000,24,2.74,788,28200,10,1,Unsecured Personal Loan,0
100628,39,37600,Self-Employed,4.4,16200,60,10.92,788,8000,30,1,Unsecured Personal Loan,0
100629,49,55600,Contract,8.4,4500,24,4.99,795,20400,60,0,Unsecured Personal Loan,0
100630,21,46300,Contract,2,3200,36,7.32,703,8100,0,1,Unsecured Personal Loan,0
100631,53,23800,Self-Employed,1.8,22200,36,8.84,683,13400,90,0,Unsecured Personal Loan,1
100632,36,26300,Employed,,13300,12,8.1,750,9100,0,0,Unsecured Personal Loan,0
100633,34,60800,Employed,,27100,24,10.78,739,9500,0,0,Unsecured Personal Loan,0
100634,28,,Employed,5.7,5900,24,8.94,655,7600,30,0,Unsecured Personal Loan,0
100635,21,29700,Employed,1.9,18300,36,4.92,,25400,0,1,Unsecured Personal Loan,0
100636,46,22500,Employed,0.7,41000,60,14.04,677,5900,0,3,Auto Loan,0
100637,39,44900,Employed,,17200,24,8.08,612,5900,0,0,Unsecured Personal Loan,0
100638,25,101900,Employed,0.7,15800,48,7.06,783,43700,0,1,Auto Loan,0
100639,25,21300,Employed,4.3,13400,12,10.39,684,19600,0,0,Auto Loan,0
100640,35,,Contract,5.9,5200,36,8.25,844,1900,10,1,Auto Loan,0
100641,55,73600,Unemployed,6,30100,12,8.7,550,6700,30,0,Mortgage,0
100642,35,34900,Employed,7,9300,60,14.98,635,2800,10,0,Unsecured Personal Loan,0
100643,23,45500,Contract,,18100,48,6.67,683,5100,0,0,Auto Loan,0
100644,36,21300,Retired,3.5,5200,36,6.55,771,1100,60,0,Mortgage,1
100645,35,45000,Employed,6.6,6600,48,7.85,712,9000,0,0,Mortgage,0
100646,18,33100,Employed,4.8,31600,36,10.71,,4400,0,2,Unsecured Personal Loan,0
100647,37,59400,Employed,1,10800,60,2.98,590,10300,0,0,Unsecured Personal Loan,0
100648,36,65800,Contract,0.1,32000,48,1.6,587,3200,0,2,Unsecured Personal Loan,0
100649,45,132600,Contract,1.7,12700,60,5.74,706,10500,0,0,Auto Loan,0
100650,56,48500,Employed,2.9,4400,36,2.6,571,7400,0,0,Auto Loan,0
100651,49,42700,Employed,4.8,22800,12,6.23,637,28300,0,0,Unsecured Personal Loan,0
100652,35,40000,Self-Employed,9.5,9400,36,9.01,720,26600,0,0,Auto Loan,0
100653,27,30400,Employed,1.1,20300,12,4.83,601,17100,0,0,Auto Loan,0
100654,64,43000,Employed,,13600,36,3.22,808,7900,20,0,Unsecured Personal Loan,0
100655,39,31300,Contract,16.5,5300,36,7.71,778,39700,20,0,Mortgage,0
100656,38,39500,Self-Employed,0.6,14700,36,10.09,554,3300,0,0,Auto Loan,0
100657,38,70200,Contract,3.3,49900,12,2.42,605,3700,0,3,Unsecured Personal Loan,0
100658,40,22000,Contract,4.4,18000,24,9.96,497,9300,90,0,Auto Loan,0
100659,37,64200,Unemployed,3.9,12900,36,9.95,617,47900,0,0,Unsecured Personal Loan,0
100660,32,70200,Employed,0.4,25500,60,10.36,741,8600,30,0,Auto Loan,0
100661,33,34200,Self-Employed,0.3,15200,24,11.16,647,8700,0,1,Mortgage,0
100662,38,12600,Employed,0.6,15100,36,14.11,717,3600,60,1,Mortgage,0
100663,33,26800,Self-Employed,4.4,6900,48,6.43,558,19200,0,0,Unsecured Personal Loan,0
100664,31,69500,Employed,3.9,15400,36,7.83,744,19300,0,0,Unsecured Personal Loan,0
100665,39,35900,Self-Employed,1.3,99600,24,6.25,636,17200,10,0,Unsecured Personal Loan,0
100666,35,22000,Employed,5.1,8100,36,7.51,681,6400,0,0,Auto Loan,0
100667,53,28200,Employed,8.6,31400,24,12.1,673,6000,0,0,Unsecured Personal Loan,0
100668,18,55300,Employed,0.2,12600,60,3.46,578,4000,0,3,Auto Loan,0
100669,49,47700,Employed,3.4,7800,12,4.92,588,10500,10,0,Unsecured Personal Loan,0
100670,50,32200,Unemployed,5.8,24300,24,11.63,757,4600,0,0,Unsecured Personal Loan,0
100671,18,30200,Unemployed,1.5,11200,12,10.56,712,4300,0,1,Unsecured Personal Loan,0
100672,35,29900,Employed,1.8,21100,24,6.41,764,7400,0,0,Mortgage,0
100673,34,22900,Employed,4.8,11200,48,10.06,706,7000,0,0,Auto Loan,0
100674,24,81400,Employed,11.4,12900,24,8.52,691,6800,10,0,Unsecured Personal Loan,0
100675,30,30900,Employed,8.3,18000,12,12,542,13700,0,0,Unsecured Personal Loan,0
100676,27,66700,Employed,4.4,15900,36,7.72,658,10500,0,2,Auto Loan,0
100677,56,77700,Contract,6.6,4000,12,10.58,678,8100,0,0,Unsecured Personal Loan,0
100678,47,,Employed,2.3,6800,12,15.43,836,11200,0,0,Auto Loan,0
100679,51,29300,Employed,5.1,23300,48,9.29,,4900,0,0,Mortgage,0
100680,45,44400,Employed,3.1,12300,48,7.65,803,10700,0,2,Auto Loan,0
100681,27,35900,Employed,1.1,9800,60,9.67,728,11000,0,0,Auto Loan,0
100682,33,23100,Employed,6,5900,48,6.4,623,3500,90,0,Auto Loan,0
100683,43,42700,Self-Employed,4.1,7000,36,14.66,689,19900,0,2,Mortgage,0
100684,26,20100,Employed,2.2,4000,12,8.04,699,5300,10,0,Mortgage,0
100685,45,65800,Employed,,12600,48,6.68,605,10500,0,0,Auto Loan,0
100686,36,28800,Employed,0.1,9300,48,4.99,649,22400,0,0,Unsecured Personal Loan,0
100687,34,40200,Employed,,7500,48,10.79,664,18900,0,0,Unsecured Personal Loan,0
100688,45,41800,Employed,0.3,12800,36,10.1,808,10100,0,0,Unsecured Personal Loan,0
100689,42,31900,Retired,7.3,16600,24,6.01,514,7700,90,0,Auto Loan,0
100690,34,48700,Self-Employed,6.1,46900,48,9.23,776,19200,60,0,Auto Loan,0
100691,50,28600,Self-Employed,2,5400,48,2.97,605,15900,20,0,Unsecured Personal Loan,0
100692,27,56100,Employed,5.6,26800,60,8.05,570,6400,0,0,Unsecured Personal Loan,0
100693,44,18500,Employed,2.5,24000,24,8.86,774,5700,0,0,Unsecured Personal Loan,0
100694,44,38700,Employed,7.1,8400,24,12.62,739,2300,0,0,Mortgage,0
100695,35,95700,Self-Employed,3,15100,24,5.19,780,11000,60,3,Auto Loan,0
100696,41,22000,Unemployed,2.7,10200,48,3.66,744,9300,0,0,Auto Loan,0
100697,25,25900,Employed,13.6,14900,24,4.81,845,21900,0,2,Unsecured Personal Loan,0
100698,47,47000,Employed,1.4,33000,12,3.49,725,12700,0,0,Auto Loan,0
100699,36,39700,Employed,0.6,19200,60,11.51,667,25200,0,0,Unsecured Personal Loan,0
100700,33,43300,Contract,4.4,18100,12,12.15,707,6100,60,0,Auto Loan,1
100701,48,46400,Self-Employed,17.4,10300,48,8.46,779,22000,0,1,Unsecured Personal Loan,0
100702,31,49900,Employed,2.4,5500,24,11.16,618,6800,0,1,Unsecured Personal Loan,0
100703,24,63200,Employed,0.3,11800,48,7.9,628,17100,0,0,Unsecured Personal Loan,0
100704,22,44600,Self-Employed,2.1,27600,36,7.21,655,3600,30,2,Unsecured Personal Loan,0
100705,44,32200,Employed,3.5,5300,60,6.5,512,11700,0,0,Mortgage,0
100706,25,50800,Employed,0.9,7100,60,6.57,691,2500,30,0,Unsecured Personal Loan,0
100707,56,93900,Employed,5.4,14400,12,2.86,529,8200,0,3,Unsecured Personal Loan,0
100708,18,34000,Self-Employed,,7400,12,8.29,,13500,30,1,Auto Loan,0
100709,55,22300,Employed,,8300,24,7.38,749,6900,10,2,Mortgage,0
100710,40,63200,Employed,2.2,10400,36,9.74,642,4700,0,0,Unsecured Personal Loan,0
100711,37,34200,Contract,2.6,5900,48,7.78,814,17900,0,0,Auto Loan,0
100712,33,61500,Employed,0.6,7400,36,7.01,563,9200,0,0,Mortgage,0
100713,42,55500,Employed,10.7,20400,36,4.89,775,7000,0,0,Unsecured Personal Loan,0
100714,38,27800,Employed,2.7,6100,24,7.72,,10200,30,1,Unsecured Personal Loan,0
100715,49,34700,Employed,2.4,5100,48,9.71,543,62700,0,0,Unsecured Personal Loan,0
100716,39,42900,Unemployed,5.4,9200,60,4.07,897,22200,0,0,Mortgage,0
100717,40,39900,Employed,2.9,20700,24,7.76,675,22300,0,0,Unsecured Personal Loan,0
100718,34,51800,Employed,5.2,11900,36,8.2,610,13400,0,0,Unsecured Personal Loan,0
100719,37,29200,Self-Employed,0.3,10100,12,5.35,567,11100,30,0,Auto Loan,1
100720,41,46900,Self-Employed,8.4,13700,36,5.74,662,1800,0,0,Auto Loan,0
100721,21,31900,Self-Employed,14.1,4700,36,8.19,670,6200,90,1,Unsecured Personal Loan,0
100722,25,,Employed,5.2,18000,12,4.1,688,7100,60,0,Auto Loan,0
100723,45,49400,Employed,,16800,36,8.55,656,2700,0,1,Unsecured Personal Loan,0
100724,40,22700,Unemployed,0.8,10500,24,4.81,731,4400,0,0,Unsecured Personal Loan,0
100725,36,,Employed,3.2,24400,36,10.69,649,2500,30,0,Auto Loan,0
100726,38,27800,Contract,4.6,6800,36,14.51,525,9600,0,0,Mortgage,0
100727,41,54400,Contract,4.4,26300,12,4.92,668,17600,0,1,Unsecured Personal Loan,0
100728,33,43600,Contract,2.6,14700,48,9.1,491,21500,0,0,Mortgage,0
100729,30,91000,Employed,2.1,10900,48,5.32,708,13200,0,0,Auto Loan,0
100730,40,32500,Employed,0.7,13200,24,10.62,602,5000,20,0,Unsecured Personal Loan,0
100731,28,30500,Unemployed,2.5,12500,12,3.7,693,2600,0,0,Auto Loan,0
100732,42,,Employed,0.9,111200,48,8.94,785,2900,0,1,Unsecured Personal Loan,1
100733,21,31200,Employed,6.6,7000,60,4.88,,4100,60,1,Mortgage,0
100734,48,54200,Contract,1.2,8500,24,6.88,765,5300,20,0,Mortgage,0
100735,43,16200,Contract,0.3,24900,24,4.41,645,8900,0,0,Unsecured Personal Loan,0
100736,41,21400,Employed,4,9300,24,9.97,820,4900,20,1,Unsecured Personal Loan,1
100737,48,21300,Employed,4.5,22900,36,4.99,651,12500,0,0,Unsecured Personal Loan,0
100738,55,58400,Employed,10.3,37000,24,9.16,613,8400,20,0,Unsecured Personal Loan,0
100739,48,85400,Contract,4.3,10500,24,6.47,735,10000,0,0,Unsecured Personal Loan,0
100740,20,34500,Contract,2.1,20100,36,7.16,645,22000,0,0,Unsecured Personal Loan,0
100741,25,33400,Employed,8.1,6700,36,7.94,613,4300,10,0,Auto Loan,0
100742,32,37600,Employed,3.9,21000,24,5.21,642,13300,0,1,Unsecured Personal Loan,1
100743,38,64900,Contract,0.4,15100,36,8.13,676,9800,120,0,Mortgage,0
100744,43,22800,Employed,4.2,17700,36,12.09,787,7800,0,0,Mortgage,1
100745,31,40900,Employed,11.9,9100,12,5.17,525,18400,60,1,Unsecured Personal Loan,1
100746,40,59100,Retired,2.5,4900,12,11.02,682,18300,60,0,Mortgage,1
100747,30,46700,Employed,1.8,18100,48,11.99,730,5100,0,0,Unsecured Personal Loan,0
100748,32,39900,Self-Employed,0.8,3900,12,5.05,695,8700,20,0,Unsecured Personal Loan,0
100749,24,59900,Employed,0.8,11000,48,3.13,785,12100,0,0,Auto Loan,0
100750,29,9400,Employed,2.8,23500,60,8.41,674,8200,60,2,Unsecured Personal Loan,1
100751,24,51000,Contract,4.5,15000,24,5.86,665,14900,0,1,Auto Loan,0
100752,28,26200,Employed,,43000,24,13.11,727,12100,10,0,Mortgage,0
100753,49,14500,Retired,14,24700,36,7.6,688,35700,0,0,Mortgage,0
100754,29,46900,Self-Employed,7,9000,48,5.09,649,3400,0,0,Auto Loan,0
100755,64,72200,Employed,4.4,13600,60,4.06,721,9100,0,2,Auto Loan,0
100756,43,33900,Employed,8.8,13000,48,10.77,628,5200,0,0,Unsecured Personal Loan,0
100757,40,58500,Employed,0.4,5200,12,5.79,631,15100,20,0,Unsecured Personal Loan,0
100758,29,81300,Employed,3.2,7600,36,7.63,638,3200,0,0,Auto Loan,0
100759,45,70100,Employed,5,9500,36,10.37,788,12600,10,0,Unsecured Personal Loan,0
100760,32,82500,Employed,8.8,3900,36,6.05,422,6400,0,0,Unsecured Personal Loan,0
100761,39,52600,Employed,7.7,13700,12,7.36,712,5900,0,0,Unsecured Personal Loan,0
100762,64,37700,Unemployed,1.6,11500,24,7.45,683,3600,0,1,Auto Loan,0
100763,37,16300,Self-Employed,14.1,4900,48,9.55,546,7100,20,0,Unsecured Personal Loan,0
100764,49,32100,Unemployed,0.7,17000,36,9.27,705,21100,120,2,Auto Loan,0
100765,31,23800,Employed,10.4,20500,24,6.84,718,9700,0,0,Unsecured Personal Loan,0
100766,38,107500,Employed,17.7,15300,24,7.69,727,15400,0,0,Unsecured Personal Loan,0
100767,56,33300,Self-Employed,1,11000,48,6.38,468,31700,0,2,Unsecured Personal Loan,1
100768,32,38600,Employed,6.4,19100,48,3.07,789,11900,10,0,Unsecured Personal Loan,0
100769,56,47800,Employed,0.2,20100,24,8.27,621,6700,0,1,Mortgage,0
100770,45,37100,Contract,2.6,16100,12,13.18,735,13700,20,1,Unsecured Personal Loan,0
100771,32,84800,Unemployed,3.6,8100,24,4.85,739,6800,0,0,Unsecured Personal Loan,0
100772,44,26600,Employed,4.3,15800,60,5.18,610,7000,20,0,Auto Loan,0
100773,48,40000,Employed,13.7,27400,36,4.89,733,3400,10,0,Unsecured Personal Loan,0
100774,44,25100,Unemployed,5.6,9300,36,9.67,649,18900,0,0,Unsecured Personal Loan,0
100775,22,18800,Self-Employed,3.3,47000,36,8.85,514,7600,0,0,Unsecured Personal Loan,0
100776,31,,Unemployed,8.3,38800,24,7.02,773,11200,0,0,Mortgage,0
100777,36,35600,Unemployed,15,13600,48,4.75,618,4800,0,0,Auto Loan,0
100778,37,29300,Contract,0.1,8900,36,7.78,,13400,30,0,Unsecured Personal Loan,0
100779,44,25700,Employed,20.2,15300,12,2.81,648,5800,0,0,Unsecured Personal Loan,0
100780,40,18000,Employed,0.5,4700,12,7.93,702,9000,30,3,Unsecured Personal Loan,0
100781,25,,Self-Employed,8.4,9600,36,10.11,675,18300,0,0,Unsecured Personal Loan,0
100782,42,17100,Self-Employed,1.6,6900,60,3.75,724,17200,0,0,Auto Loan,0
100783,44,53100,Unemployed,0.7,14500,24,2.9,573,9700,0,0,Mortgage,0
100784,44,37800,Employed,2.9,24300,48,12.24,621,2900,0,3,Unsecured Personal Loan,0
100785,49,17500,Employed,5.2,19700,48,5.66,671,80400,0,3,Mortgage,0
100786,46,31100,Contract,2.4,3200,24,10.91,832,33600,0,0,Unsecured Personal Loan,0
100787,43,24900,Unemployed,0.3,45500,12,7.04,671,16400,0,1,Unsecured Personal Loan,0
100788,37,42600,Contract,4.6,15900,12,7.01,767,5800,0,0,Unsecured Personal Loan,0
100789,21,71000,Unemployed,11.6,8400,48,8.82,683,9100,0,3,Unsecured Personal Loan,0
100790,42,14200,Self-Employed,2.4,14700,24,4.85,641,6800,0,0,Mortgage,0
100791,40,38500,Self-Employed,1.2,14800,24,7.9,660,24000,0,0,Unsecured Personal Loan,0
100792,41,33500,Contract,2.9,9000,36,6.36,667,11900,60,0,Unsecured Personal Loan,0
100793,25,50800,Self-Employed,0.2,15000,48,3.54,728,5700,0,0,Mortgage,0
100794,27,40400,Self-Employed,8.6,9300,12,8.51,790,7100,20,1,Mortgage,1
100795,49,24900,Employed,8.8,10500,36,6.71,709,21700,0,0,Auto Loan,0
100796,38,31000,Employed,4.4,8900,36,7.03,775,30300,10,3,Mortgage,1
100797,45,24400,Unemployed,2.2,5700,36,3.87,603,28800,0,0,Unsecured Personal Loan,0
100798,38,62200,Employed,8,14600,48,12.27,647,16800,60,0,Mortgage,0
100799,38,36700,Employed,4,19000,24,10.13,622,8300,0,0,Auto Loan,0
100800,47,94000,Employed,8.7,18200,48,10.39,,1000,30,0,Mortgage,0
100801,33,35200,Employed,5,21800,36,6.58,651,12200,0,1,Auto Loan,0
100802,39,25500,Employed,7.7,16200,36,2.31,738,9900,0,0,Unsecured Personal Loan,0
100803,33,17000,Employed,4.6,9700,36,13.36,606,10900,10,0,Auto Loan,0
100804,34,14700,Contract,2.7,22100,36,7.32,683,10300,0,0,Unsecured Personal Loan,0
100805,35,16400,Employed,15.8,5900,12,5.25,735,3900,0,0,Unsecured Personal Loan,0
100806,40,41500,Employed,3.9,7800,36,8.75,515,14600,0,3,Unsecured Personal Loan,1
100807,33,46800,Employed,4.6,7500,36,11,850,15400,0,0,Mortgage,0
100808,51,16500,Self-Employed,1.2,25500,36,7.43,657,16000,90,1,Unsecured Personal Loan,0
100809,29,56800,Employed,4.9,23500,24,11.34,518,19200,0,0,Auto Loan,0
100810,36,28500,Contract,4.2,17900,60,10.75,693,15100,20,0,Unsecured Personal Loan,0
100811,34,39100,Self-Employed,1,25400,36,4.27,683,7400,0,2,Mortgage,0
100812,52,81300,Unemployed,0.3,7900,12,5.48,673,9400,0,0,Unsecured Personal Loan,0
100813,40,56900,Employed,4.6,16500,36,10.37,759,10500,60,0,Auto Loan,0
100814,48,31800,Self-Employed,7.2,12400,48,-0.64,740,10700,30,0,Mortgage,0
100815,23,,Employed,3.7,22200,48,7.05,704,19900,20,0,Unsecured Personal Loan,0
100816,41,12400,Contract,1.3,12500,36,3.21,716,15500,0,1,Unsecured Personal Loan,0
100817,47,25300,Self-Employed,5.5,10600,48,6.07,672,42400,0,0,Auto Loan,0
100818,39,32700,Employed,0.4,18500,24,6.6,822,46400,0,2,Mortgage,0
100819,49,22200,Employed,2.9,22600,36,6.43,562,10500,0,0,Auto Loan,0
100820,33,34000,Employed,0.9,8900,48,5.84,691,700,0,0,Unsecured Personal Loan,0
100821,52,37700,Self-Employed,1,12900,48,4.21,685,23500,30,0,Mortgage,0
100822,61,32500,Employed,1.1,7100,36,14.38,745,6800,30,0,Unsecured Personal Loan,0
100823,34,26200,Self-Employed,2.4,3000,48,13.1,612,5600,0,3,Auto Loan,0
100824,34,39500,Employed,0.3,15100,12,4.01,541,7500,0,0,Mortgage,0
100825,53,45300,Self-Employed,2.5,19300,48,12.25,693,7200,30,0,Unsecured Personal Loan,0
100826,54,21100,Contract,3.6,15600,24,6.3,702,15200,0,1,Auto Loan,1
100827,33,73500,Unemployed,3.3,4100,24,7.89,799,3300,0,1,Auto Loan,0
100828,34,34600,Unemployed,2.4,10800,24,7.31,578,4700,0,0,Mortgage,0
100829,35,36700,Employed,9.1,3500,36,5.52,772,12600,0,1,Unsecured Personal Loan,1
100830,25,51700,Employed,0.8,30400,24,10.45,869,15300,120,0,Unsecured Personal Loan,0
100831,29,40800,Self-Employed,3.5,7000,24,7.88,650,15500,0,0,Mortgage,0
100832,28,58500,Employed,,28400,12,6.07,577,5700,0,0,Unsecured Personal Loan,0
100833,30,41900,Employed,0.4,23600,24,3.59,,5000,0,0,Unsecured Personal Loan,0
100834,38,26700,Employed,4.3,7800,36,4.82,681,6900,60,0,Mortgage,0
100835,40,43500,Employed,4.2,6800,36,2.58,725,11700,30,0,Unsecured Personal Loan,0
100836,54,20500,Employed,10.5,16500,24,7.54,,28000,0,0,Mortgage,1
100837,28,38300,Contract,4.1,8000,48,3.91,804,2400,0,1,Unsecured Personal Loan,0
100838,48,35700,Employed,16.1,14200,48,6.7,591,8500,0,3,Unsecured Personal Loan,0
100839,36,32700,Self-Employed,0.2,10000,48,11.61,541,3900,0,1,Auto Loan,0
100840,38,34100,Employed,0.5,4600,24,11.1,769,3100,10,0,Auto Loan,0
100841,45,14200,Self-Employed,0.2,3500,48,7.4,498,19500,0,0,Auto Loan,0
100842,27,27600,Employed,1,15300,24,7.24,664,14500,0,0,Auto Loan,0
100843,42,38000,Contract,3.9,9500,12,13.14,929,13600,10,0,Mortgage,0
100844,40,196500,Contract,5.2,9600,24,9.06,679,18900,0,0,Unsecured Personal Loan,0
100845,43,21700,Employed,0.2,20300,48,6.52,590,7100,30,0,Unsecured Personal Loan,0
100846,41,68400,Contract,14.6,27000,24,3.22,675,7300,0,0,Unsecured Personal Loan,0
100847,63,23600,Retired,9.2,11300,12,8.68,676,45700,0,0,Auto Loan,0
100848,32,59000,Contract,1.8,10900,12,9.99,693,8300,120,0,Unsecured Personal Loan,0
100849,33,45000,Contract,0.4,18000,48,5.61,733,16600,0,0,Unsecured Personal Loan,0
100850,32,26300,Employed,0.9,5900,36,8.37,597,9900,10,0,Unsecured Personal Loan,0
100851,32,441000,Self-Employed,0.7,15300,24,6.41,815,2700,0,0,Unsecured Personal Loan,0
100852,32,20000,Employed,0.7,18600,36,6.95,700,2400,0,0,Unsecured Personal Loan,0
100853,50,57500,Employed,3.7,20100,36,0.04,738,6600,10,0,Auto Loan,0
100854,52,59900,Retired,1.4,4200,36,6.83,630,20700,0,0,Unsecured Personal Loan,0
100855,32,26000,Employed,2.2,8500,24,10.41,783,17200,30,0,Mortgage,0
100856,30,,Unemployed,22.8,7900,48,5.61,659,18800,0,1,Auto Loan,0
100857,43,32000,Contract,5.8,14200,24,7.66,702,5000,0,1,Unsecured Personal Loan,0
100858,32,42000,Contract,14.9,17800,36,5.23,605,30700,0,0,Auto Loan,0
100859,44,41400,Retired,0.8,32800,12,8.58,600,5000,0,0,Unsecured Personal Loan,0
100860,40,34000,Employed,2.4,9900,24,6.85,735,11500,0,0,Auto Loan,0
100861,23,54500,Employed,4,9900,24,4.68,645,9800,0,0,Mortgage,0
100862,53,54000,Employed,0.4,26600,36,11.5,,8800,0,0,Auto Loan,0
100863,56,15100,Employed,0,16000,12,10.29,629,25300,0,0,Auto Loan,0
100864,32,69700,Employed,5.5,28600,48,5.69,736,6000,20,0,Unsecured Personal Loan,0
100865,34,15800,Employed,5.1,15900,24,8.99,630,3800,0,1,Unsecured Personal Loan,0
100866,41,60900,Unemployed,2.6,6700,36,9.11,671,10000,60,1,Mortgage,1
100867,41,63800,Self-Employed,3.4,6000,48,9.43,681,7500,0,0,Unsecured Personal Loan,0
100868,45,21000,Employed,2.7,5300,36,2.42,,105300,0,0,Unsecured Personal Loan,0
100869,58,29600,Self-Employed,0.1,19900,48,10.52,562,15900,20,0,Unsecured Personal Loan,0
100870,36,20900,Employed,2,27300,36,5.79,707,7400,0,0,Auto Loan,0
100871,30,32600,Employed,1,40500,24,6.43,621,4700,0,3,Unsecured Personal Loan,0
100872,24,31100,Unemployed,0.5,22200,48,15.41,765,2700,0,0,Mortgage,0
100873,31,53600,Self-Employed,15.7,26800,24,8.41,757,4800,0,0,Unsecured Personal Loan,0
100874,38,69900,Unemployed,4.6,9400,36,6.34,738,10700,0,1,Unsecured Personal Loan,0
100875,56,73000,Employed,6.5,6700,48,0.88,,26900,120,1,Auto Loan,0
100876,33,27400,Contract,1.9,22200,24,11.67,673,21700,0,1,Unsecured Personal Loan,0
100877,40,32700,Self-Employed,2.5,17200,24,3.46,732,11600,30,0,Auto Loan,0
100878,38,15700,Self-Employed,1.4,14200,36,4.49,633,7900,10,0,Unsecured Personal Loan,0
100879,50,24300,Self-Employed,0.5,16900,48,6.51,876,11900,0,0,Unsecured Personal Loan,0
100880,63,58800,Contract,1,16200,60,11.75,839,6900,0,0,Unsecured Personal Loan,0
100881,33,81500,Self-Employed,8,28900,36,9.82,681,33000,30,3,Mortgage,0
100882,33,19600,Self-Employed,5.7,29100,36,7.03,,8700,30,0,Auto Loan,0
100883,48,27000,Retired,4,18500,60,8.42,789,9300,0,2,Auto Loan,0
100884,45,35800,Unemployed,3.2,22200,12,5.7,668,2100,0,0,Unsecured Personal Loan,0
100885,56,41800,Employed,12.8,18200,24,7.92,627,8600,0,1,Auto Loan,0
100886,44,,Unemployed,0.4,10100,48,7.72,750,17800,0,0,Unsecured Personal Loan,0
100887,34,224500,Employed,1.6,21000,48,10.41,686,4700,0,3,Mortgage,0
100888,44,28700,Employed,2.2,5800,48,10.4,695,5900,30,0,Auto Loan,0
100889,49,36100,Self-Employed,7.6,25100,36,8.98,613,17200,0,0,Auto Loan,0
100890,46,47700,Contract,,6500,12,6.41,543,3500,10,1,Unsecured Personal Loan,0
100891,43,36400,Contract,1.4,15900,36,9.73,699,20800,0,0,Auto Loan,0
100892,49,29200,Employed,10.4,8000,24,7.22,752,6800,0,0,Unsecured Personal Loan,0
100893,50,34400,Employed,8.9,74400,24,4.25,662,7500,0,3,Mortgage,0
100894,52,34700,Employed,1.3,13100,48,6.29,795,4500,10,0,Unsecured Personal Loan,0
100895,44,30200,Retired,2.5,5100,12,7.75,624,12900,30,0,Unsecured Personal Loan,0
100896,36,31900,Retired,2.6,17200,48,10.23,596,55400,10,0,Unsecured Personal Loan,0
100897,39,80800,Self-Employed,19.1,9400,36,6.95,675,17100,0,1,Unsecured Personal Loan,1
100898,50,48100,Contract,1,22700,36,3.87,673,5400,0,0,Unsecured Personal Loan,0
100899,30,31300,Unemployed,8,13400,12,7.67,742,21900,0,0,Mortgage,0
100900,42,51500,Self-Employed,2,16900,24,7.84,,7900,0,0,Auto Loan,0
100901,34,30700,Employed,6.6,7500,12,8.06,789,25900,20,0,Mortgage,0
100902,38,65300,Employed,2.7,9400,60,10.26,837,17400,0,0,Mortgage,0
100903,51,43700,Self-Employed,4.3,10100,48,10.56,677,1300,30,0,Unsecured Personal Loan,0
100904,40,34400,Self-Employed,8.9,22300,36,5.72,780,4900,0,0,Auto Loan,0
100905,38,45400,Employed,8.2,36500,24,5.65,,19200,10,0,Unsecured Personal Loan,0
100906,24,16600,Contract,10.1,8200,60,4.38,766,11000,90,0,Mortgage,0
100907,45,20700,Employed,0.3,25500,24,9.6,764,4800,0,0,Unsecured Personal Loan,1
100908,44,20000,Employed,5.9,3600,24,11.85,749,6400,60,0,Unsecured Personal Loan,0
100909,60,39000,Self-Employed,0.8,26000,36,6.55,679,2600,0,0,Unsecured Personal Loan,0
100910,35,86400,Self-Employed,,7500,60,6.78,444,9300,0,0,Unsecured Personal Loan,0
100911,40,110800,Self-Employed,4,5900,12,11.9,629,46500,30,0,Unsecured Personal Loan,0
100912,40,50000,Employed,2.6,5200,24,9.02,630,17400,60,0,Unsecured Personal Loan,0
